episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/BluePlayer/learner_stats/cur_kl_coeff,info/learner/BluePlayer/learner_stats/cur_lr,info/learner/BluePlayer/learner_stats/total_loss,info/learner/BluePlayer/learner_stats/policy_loss,info/learner/BluePlayer/learner_stats/vf_loss,info/learner/BluePlayer/learner_stats/vf_explained_var,info/learner/BluePlayer/learner_stats/kl,info/learner/BluePlayer/learner_stats/entropy,info/learner/BluePlayer/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,10,0,0,4000,4000,4000,4000,4000,4000,4000,4000,4000,False,0,1,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-24-03,1693778043,43.17406868934631,43.17406868934631,14956,Wstation,127.0.0.1,43.17406868934631,0,1,72.3955945968628,4000,4000,4000,4000,nan,nan,nan,nan,0,0,[],[],43169.552,2803.339,1426.87,17.037,4000,4000,4000,4000,86.19836065573772,71.3672131147541,[],[],0.20000000298023224,0.0003000000142492354,-0.05614971,-0.06027816,4.7068743e-06,0.50826156,0.020618714,3.275406,0.0
nan,nan,nan,nan,0,0,10,0,0,8000,8000,8000,8000,4000,4000,8000,4000,8000,False,0,2,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-24-46,1693778086,42.4710476398468,85.64511632919312,14956,Wstation,127.0.0.1,85.64511632919312,0,2,72.3955945968628,8000,8000,8000,8000,nan,nan,nan,nan,0,0,[],[],42818.043,2746.646,1456.322,14.533,8000,8000,8000,8000,89.77166666666668,71.81500000000001,[],[],0.30000001192092896,0.0003000000142492354,-0.060206417,-0.067017,1.991105e-07,0.6096134,0.022701288,3.2285686,0.0
nan,nan,nan,nan,0,0,10,0,0,12000,12000,12000,12000,4000,4000,12000,4000,12000,False,0,3,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-25-28,1693778128,42.394939661026,128.04005599021912,14956,Wstation,127.0.0.1,128.04005599021912,0,3,72.3955945968628,12000,12000,12000,12000,nan,nan,nan,nan,0,0,[],[],42675.168,2702.885,1479.9,13.527,12000,12000,12000,12000,87.78813559322033,72.10677966101697,[],[],0.44999998807907104,0.0003000000142492354,-0.054491505,-0.06292419,6.63624e-08,0.6360232,0.018739175,3.206277,0.0
nan,nan,nan,nan,0,0,10,0,0,16000,16000,16000,16000,4000,4000,16000,4000,16000,False,0,4,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-26-11,1693778171,42.67058801651001,170.71064400672913,14956,Wstation,127.0.0.1,170.71064400672913,0,4,72.3955945968628,16000,16000,16000,16000,nan,nan,nan,nan,0,0,[],[],42672.647,2748.884,1455.136,13.527,16000,16000,16000,16000,88.37166666666667,71.76,[],[],0.44999998807907104,0.0003000000142492354,-0.05003198,-0.0578333,1.73319e-08,0.3584324,0.017336242,3.169239,0.0
nan,nan,nan,nan,0,0,10,0,0,20000,20000,20000,20000,4000,4000,20000,4000,20000,False,0,5,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-26-53,1693778213,42.42301964759827,213.1336636543274,14956,Wstation,127.0.0.1,213.1336636543274,0,5,72.3955945968628,20000,20000,20000,20000,nan,nan,nan,nan,0,0,[],[],42621.721,2727.598,1466.492,13.228,20000,20000,20000,20000,88.21833333333333,67.95666666666666,[],[],0.44999998807907104,0.0003000000142492354,-0.050979786,-0.05887495,2.0753237e-08,-0.12901469,0.01754478,3.137844,0.0
nan,nan,nan,nan,0,0,10,0,0,24000,24000,24000,24000,4000,4000,24000,4000,24000,False,0,6,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-27-36,1693778256,42.41958570480347,255.55324935913086,14956,Wstation,127.0.0.1,255.55324935913086,0,6,72.3955945968628,24000,24000,24000,24000,nan,nan,nan,nan,0,0,[],[],42587.281,2714.235,1473.712,13.195,24000,24000,24000,24000,86.86,67.99166666666667,[],[],0.44999998807907104,0.0003000000142492354,-0.01522846,-0.020473635,0.0016381952,0.55052704,0.008015518,3.138855,0.0
nan,nan,nan,nan,0,0,10,0,0,28000,28000,28000,28000,4000,4000,28000,4000,28000,False,0,7,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-28-18,1693778298,42.42161750793457,297.97486686706543,14956,Wstation,127.0.0.1,297.97486686706543,0,7,72.3955945968628,28000,28000,28000,28000,nan,nan,nan,nan,0,0,[],[],42562.9,2704.338,1479.105,13.172,28000,28000,28000,28000,86.35166666666665,67.90666666666667,[],[],0.44999998807907104,0.0003000000142492354,-0.029527126,-0.036461357,0.00040634378,0.9286308,0.014506411,3.1347053,0.0
0.0,0.0,0.0,3001.0,10,0,10,0,0,32000,32000,32000,32000,4000,4000,32000,4000,32000,False,10,8,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-29-00,1693778340,42.40042448043823,340.37529134750366,14956,Wstation,127.0.0.1,340.37529134750366,0,8,72.3955945968628,32000,32000,32000,32000,0.0,0.0,0.0,3001.0,10,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",42542.027,2699.115,1481.967,13.091,32000,32000,32000,32000,87.12711864406779,67.89999999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",0.44999998807907104,0.0003000000142492354,-0.033340354,-0.045908198,0.0060763345,0.7801895,0.014425571,3.1079717,0.0
0.0,0.0,0.0,3001.0,0,0,10,0,0,36000,36000,36000,36000,4000,4000,36000,4000,36000,False,10,9,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-29-43,1693778383,42.56172466278076,382.9370160102844,14956,Wstation,127.0.0.1,382.9370160102844,0,9,72.3955945968628,36000,36000,36000,36000,0.0,0.0,0.0,3001.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",42543.658,2708.822,1476.657,13.083,36000,36000,36000,36000,87.41166666666668,67.905,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",0.44999998807907104,0.0003000000142492354,-0.04925854,-0.058014743,0.0007603661,0.48480302,0.017768525,3.0806386,0.0
0.0,0.0,0.0,3001.0,0,0,10,0,0,40000,40000,40000,40000,4000,4000,40000,4000,40000,False,10,10,default,a613d614ab224c22a0d3e651d6e27141,2023-09-04_03-30-26,1693778426,42.46517300605774,425.40218901634216,14956,Wstation,127.0.0.1,425.40218901634216,0,10,72.3955945968628,40000,40000,40000,40000,0.0,0.0,0.0,3001.0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",42535.358,2706.778,1477.772,13.027,40000,40000,40000,40000,87.82999999999998,68.23666666666666,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001, 3001]",0.44999998807907104,0.0003000000142492354,-0.03898675,-0.046300817,0.0001847269,0.5388927,0.015842983,3.0537376,0.0
