4000,nan,nan,nan,-41.213116,798.2719,3.6325269,,,
8000,nan,nan,nan,-85.36718,294.0818,6.8198977,,,
12000,-25.0,-22.0,-29.0,-1.8902409,6.3147554,3.7445707,-17.0,-10.0,-12.5
16000,-25.0,-22.0,-29.0,0.021332497,0.3203346,2.1721578,-17.0,-10.0,-12.5
20000,-18.333333333333332,-7.0,-29.0,-0.00029934655,0.28295135,3.6966767,-17.0,-2.0,-9.166666666666666
24000,-18.333333333333332,-7.0,-29.0,-2.8600505e-05,0.29572845,1.945013,-17.0,-2.0,-9.166666666666666
28000,-16.88888888888889,-3.0,-29.0,0.00017237368,0.32076496,3.2041264,-20.0,-1.0,-8.444444444444445
32000,-16.88888888888889,-3.0,-29.0,-8.0911785e-05,0.3453958,2.9368427,-20.0,-1.0,-8.444444444444445
36000,-16.7,-3.0,-29.0,-0.0006433531,0.3672646,3.396264,-20.0,-1.0,-8.35
40000,-16.666666666666668,-3.0,-29.0,-0.037284207,0.4013569,3.9400842,-20.0,-1.0,-8.333333333333334
44000,-16.666666666666668,-3.0,-29.0,-0.00876296,0.43524966,5.0011225,-20.0,-1.0,-8.333333333333334
48000,-18.466666666666665,-3.0,-29.0,0.000259497,0.4641695,2.7581143,-20.0,-1.0,-9.233333333333333
52000,-18.466666666666665,-3.0,-29.0,-6.300277e-05,0.51043385,3.5104585,-20.0,-1.0,-9.233333333333333
56000,-18.27777777777778,-3.0,-31.0,-0.02087785,0.5484096,3.2765985,-20.0,-1.0,-9.13888888888889
60000,-18.27777777777778,-3.0,-31.0,0.022116505,0.6455935,3.5947642,-20.0,-1.0,-9.13888888888889
64000,-18.523809523809526,-3.0,-31.0,0.040526655,0.7214597,1.926552,-20.0,-1.0,-9.261904761904763
68000,-18.523809523809526,-3.0,-31.0,0.044805765,0.8964677,4.249299,-20.0,-1.0,-9.261904761904763
72000,-18.09090909090909,-3.0,-31.0,0.029624552,1.0958632,1.8282216,-20.0,-1.0,-9.045454545454545
76000,-17.875,-3.0,-31.0,0.073066376,1.7445083,3.810125,-20.0,-1.0,-8.9375
80000,-17.875,-3.0,-31.0,-0.05638052,2.781583,3.4252825,-20.0,-1.0,-8.9375
84000,-17.925925925925927,-3.0,-31.0,-0.03140075,6.3199024,3.01963,-20.0,-1.0,-8.962962962962964
88000,-17.925925925925927,-3.0,-31.0,0.6688981,95.20081,2.3019032,-20.0,-1.0,-8.962962962962964
92000,-17.8,-3.0,-31.0,-30.639734,101.43497,4.568539,-20.0,-1.0,-8.9
96000,-17.8,-3.0,-31.0,0.46236557,3.8903604,1.60725,-20.0,-1.0,-8.9
100000,-17.393939393939394,-3.0,-31.0,-0.0005368805,0.1272554,2.28687,-20.0,-1.0,-8.696969696969697
104000,-17.393939393939394,-3.0,-31.0,-0.13405126,0.24259156,1.5961614,-20.0,-1.0,-8.696969696969697
108000,-17.029411764705884,-3.0,-31.0,6.550894e-05,0.11625828,2.8795526,-20.0,-1.0,-8.514705882352942
112000,-17.305555555555557,-3.0,-31.0,0.00026590397,0.1077512,2.3449373,-20.0,-1.0,-8.652777777777779
116000,-17.305555555555557,-3.0,-31.0,0.04626269,0.27143824,2.3376238,-20.0,-1.0,-8.652777777777779
120000,-16.82051282051282,-3.0,-31.0,0.00022577576,0.120754175,2.131073,-20.0,-1.0,-8.41025641025641
124000,-16.82051282051282,-3.0,-31.0,0.023842297,0.14081773,2.8285947,-20.0,-1.0,-8.41025641025641
128000,-16.80952380952381,-3.0,-31.0,0.0002754528,0.15692788,2.9464898,-20.0,-1.0,-8.404761904761905
132000,-16.80952380952381,-3.0,-31.0,0.021421876,0.22515455,2.2156997,-20.0,-1.0,-8.404761904761905
136000,-16.6,-3.0,-31.0,0.025906604,0.20512338,1.5704656,-20.0,-1.0,-8.3
140000,-16.6,-3.0,-31.0,0.012827512,0.25641826,2.3124168,-20.0,-1.0,-8.3
144000,-16.934782608695652,-3.0,-32.0,0.00077121577,0.2601529,3.074275,-20.0,-1.0,-8.467391304347826
148000,-16.583333333333332,-3.0,-32.0,-0.046343293,0.28770852,3.9405625,-20.0,-1.0,-8.291666666666666
152000,-16.583333333333332,-3.0,-32.0,0.0016551707,0.40467823,1.9326731,-20.0,-1.0,-8.291666666666666
156000,-16.666666666666668,-3.0,-32.0,0.041753527,0.2879331,3.2583642,-20.0,-1.0,-8.333333333333334
160000,-16.666666666666668,-3.0,-32.0,0.0015393385,0.3293293,1.9517341,-20.0,-1.0,-8.333333333333334
164000,-16.51851851851852,-3.0,-32.0,-0.018444372,0.360493,2.0170817,-20.0,-1.0,-8.25925925925926
168000,-16.51851851851852,-3.0,-32.0,0.021089097,0.32303092,1.9882234,-20.0,-1.0,-8.25925925925926
172000,-16.105263157894736,-3.0,-32.0,0.0036430445,0.5441198,1.0915511,-20.0,0.0,-8.052631578947368
176000,-16.105263157894736,-3.0,-32.0,0.11058862,1.0763825,1.2357543,-20.0,0.0,-8.052631578947368
180000,-16.103448275862068,-3.0,-32.0,0.1457212,5.9491405,1.496823,-20.0,0.0,-8.051724137931034
184000,-15.783333333333333,-1.0,-32.0,-10.24026,110.370926,4.1276975,-20.0,0.0,-7.891666666666667
188000,-15.783333333333333,-1.0,-32.0,-2.9096322,55.39911,3.4042418,-20.0,0.0,-7.891666666666667
192000,-15.857142857142858,-1.0,-32.0,0.58281827,263.7865,4.342542,-20.0,0.0,-7.928571428571429
196000,-15.857142857142858,-1.0,-32.0,-25.207232,239.37221,4.6742144,-20.0,0.0,-7.928571428571429
200000,-16.106060606060606,-1.0,-32.0,6.807558,168.61774,3.4217527,-20.0,0.0,-8.053030303030303
204000,-16.106060606060606,-1.0,-32.0,-20.632967,141.45245,5.152215,-20.0,0.0,-8.053030303030303
208000,-16.333333333333332,-1.0,-32.0,0.46456814,5.8178678,1.893899,-20.0,0.0,-8.166666666666666
212000,-16.333333333333332,-1.0,-32.0,0.13913663,9.199636,2.9445066,-20.0,0.0,-8.166666666666666
216000,-16.428571428571427,-1.0,-32.0,-42.789948,2.2680974,3.9687507,-20.0,0.0,-8.214285714285714
220000,-16.36111111111111,-1.0,-32.0,2.3184837e-08,1.0994254e-05,2.278881,-20.0,0.0,-8.180555555555555
224000,-16.36111111111111,-1.0,-32.0,2.4786308e-08,1.165928e-05,4.129499,-20.0,0.0,-8.180555555555555
228000,-16.506666666666668,-1.0,-32.0,1.9560872e-05,0.00163975,2.9033365,-20.0,0.0,-8.253333333333334
232000,-16.506666666666668,-1.0,-32.0,1.1162133e-09,5.1783536e-06,1.9082323,-20.0,0.0,-8.253333333333334
236000,-16.28205128205128,-1.0,-32.0,2.0769944e-07,0.00029130967,2.2228394,-20.0,0.0,-8.14102564102564
240000,-16.28205128205128,-1.0,-32.0,-2.1711004e-09,7.5922053e-06,1.4908509,-20.0,0.0,-8.14102564102564
244000,-16.123456790123456,-1.0,-32.0,-7.097411e-10,5.0889894e-06,2.5486767,-20.0,0.0,-8.061728395061728
248000,-16.123456790123456,-1.0,-32.0,-1.6233724e-05,0.0043803174,2.639773,-20.0,0.0,-8.061728395061728
252000,-16.170731707317074,-1.0,-32.0,-2.436685e-06,0.0005133031,3.6444972,-20.0,0.0,-8.085365853658537
256000,-16.261904761904763,-1.0,-32.0,1.8940297e-07,6.9909336e-05,3.1854587,-20.0,0.0,-8.130952380952381
260000,-16.261904761904763,-1.0,-32.0,9.629656e-08,4.0261224e-05,2.4132345,-20.0,0.0,-8.130952380952381
264000,-16.25287356321839,-1.0,-32.0,0.0,5.0877147e-06,2.048695,-20.0,0.0,-8.126436781609195
268000,-16.25287356321839,-1.0,-32.0,0.0076991594,0.046216875,2.858511,-20.0,0.0,-8.126436781609195
272000,-16.211111111111112,-1.0,-32.0,0.009777184,0.09074347,1.89835,-20.0,0.0,-8.105555555555556
276000,-16.211111111111112,-1.0,-32.0,0.0017825001,0.063270114,4.173553,-20.0,0.0,-8.105555555555556
280000,-16.161290322580644,-1.0,-32.0,1.0199244e-08,4.5276105e-05,2.230698,-20.0,0.0,-8.080645161290322
284000,-16.161290322580644,-1.0,-32.0,0.00024591872,0.038747292,1.6451646,-20.0,0.0,-8.080645161290322
